,Trap,Date,Species,TotalMosquitos,Address,Block,Street,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,dist_to_spray,dist_to_ord,dist_to_mdw,station_name,Station,Tmax,Tmin,Tavg,WetBulb,PrecipTotal,ResultSpeed,AvgSpeed
472,T008,2011-08-05,CULEX PIPIENS/RESTUANS,23,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,23,1,,8.03613499912,15.4014398442,ORD,1,83,69,76,71,0.0,4.0,5.5
473,T008,2011-08-05,CULEX RESTUANS,1,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,1,0,,8.03613499912,15.4014398442,ORD,1,83,69,76,71,0.0,4.0,5.5
474,T008,2011-08-12,CULEX PIPIENS/RESTUANS,2,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,2,0,,8.03613499912,15.4014398442,ORD,1,81,60,71,64,0.0,8.3,8.5
475,T008,2011-08-12,CULEX RESTUANS,1,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,1,0,,8.03613499912,15.4014398442,ORD,1,81,60,71,64,0.0,8.3,8.5
476,T008,2011-08-26,CULEX PIPIENS/RESTUANS,8,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,8,0,,8.03613499912,15.4014398442,ORD,1,83,59,71,63,0.0,1.9,3.3
477,T008,2011-09-01,CULEX PIPIENS/RESTUANS,8,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,8,0,,8.03613499912,15.4014398442,ORD,1,93,71,82,75,0.0,5.2,5.9
478,T008,2011-09-01,CULEX RESTUANS,2,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,2,0,,8.03613499912,15.4014398442,ORD,1,93,71,82,75,0.0,5.2,5.9
479,T008,2011-09-12,CULEX PIPIENS/RESTUANS,1,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,1,0,,8.03613499912,15.4014398442,ORD,1,86,64,75,65,0.0,10.5,10.9
480,T008,2011-09-16,CULEX PIPIENS/RESTUANS,1,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,1,0,,8.03613499912,15.4014398442,ORD,1,58,46,52,47,0.0,1.4,3.3
481,T008,2011-09-23,CULEX PIPIENS/RESTUANS,9,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,9,0,,8.03613499912,15.4014398442,ORD,1,62,48,55,49,0.0,5.9,7.0
482,T008,2013-06-07,CULEX RESTUANS,1,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,1,0,,8.03613499912,15.4014398442,ORD,1,68,52,60,52,0.0,9.5,9.9
483,T008,2013-06-14,CULEX RESTUANS,35,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,35,0,,8.03613499912,15.4014398442,ORD,1,78,56,67,57,0.0,6.6,7.9
484,T008,2013-06-21,CULEX PIPIENS/RESTUANS,5,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,5,0,,8.03613499912,15.4014398442,ORD,1,82,68,75,68,0.79,7.4,9.5
485,T008,2013-06-21,CULEX RESTUANS,3,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,3,0,,8.03613499912,15.4014398442,ORD,1,82,68,75,68,0.79,7.4,9.5
486,T008,2013-06-27,CULEX PIPIENS/RESTUANS,2,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,2,0,,8.03613499912,15.4014398442,ORD,1,90,64,77,70,0.92,7.2,7.2
487,T008,2013-07-08,CULEX RESTUANS,42,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,42,0,,8.03613499912,15.4014398442,ORD,1,86,70,78,74,0.5,7.8,8.4
488,T008,2013-07-12,CULEX PIPIENS/RESTUANS,33,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,33,1,,8.03613499912,15.4014398442,ORD,1,83,58,71,61,0.0,4.0,4.8
489,T008,2013-07-12,CULEX RESTUANS,45,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,45,1,,8.03613499912,15.4014398442,ORD,1,83,58,71,61,0.0,4.0,4.8
490,T008,2013-07-19,CULEX PIPIENS/RESTUANS,106,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,28,0,,8.03613499912,15.4014398442,ORD,1,96,71,84,75,0.58,13.3,14.0
493,T008,2013-07-19,CULEX RESTUANS,139,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,46,0,,8.03613499912,15.4014398442,ORD,1,96,71,84,75,0.58,13.3,14.0
496,T008,2013-07-25,CULEX PIPIENS/RESTUANS,49,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,49,0,3.49889727836,8.03613499912,15.4014398442,ORD,1,81,57,69,61,0.0,4.1,5.1
497,T008,2013-07-25,CULEX RESTUANS,69,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,50,0,3.49889727836,8.03613499912,15.4014398442,ORD,1,81,57,69,61,0.0,4.1,5.1
499,T008,2013-08-01,CULEX PIPIENS,13,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,13,0,,8.03613499912,15.4014398442,ORD,1,81,61,71,62,0.0,7.6,7.8
500,T008,2013-08-01,CULEX PIPIENS/RESTUANS,136,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,50,0,,8.03613499912,15.4014398442,ORD,1,81,61,71,62,0.0,7.6,7.8
503,T008,2013-08-01,CULEX RESTUANS,25,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,25,0,,8.03613499912,15.4014398442,ORD,1,81,61,71,62,0.0,7.6,7.8
504,T008,2013-08-08,CULEX PIPIENS,61,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,23,0,5.63792439471,8.03613499912,15.4014398442,ORD,1,78,65,72,62,0.0,8.6,9.3
506,T008,2013-08-08,CULEX PIPIENS/RESTUANS,83,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,46,0,5.63792439471,8.03613499912,15.4014398442,ORD,1,78,65,72,62,0.0,8.6,9.3
508,T008,2013-08-08,CULEX RESTUANS,21,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,21,0,5.63792439471,8.03613499912,15.4014398442,ORD,1,78,65,72,62,0.0,8.6,9.3
509,T008,2013-08-15,CULEX PIPIENS,7,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,7,0,2.89378662625,8.03613499912,15.4014398442,ORD,1,75,55,65,58,0.0,4.2,4.9
510,T008,2013-08-15,CULEX PIPIENS/RESTUANS,43,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,43,0,2.89378662625,8.03613499912,15.4014398442,ORD,1,75,55,65,58,0.0,4.2,4.9
511,T008,2013-08-15,CULEX RESTUANS,9,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,9,0,2.89378662625,8.03613499912,15.4014398442,ORD,1,75,55,65,58,0.0,4.2,4.9
512,T008,2013-08-22,CULEX PIPIENS,64,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,43,0,8.2823104795,8.03613499912,15.4014398442,ORD,1,78,68,73,69,0.23,1.5,7.0
514,T008,2013-08-22,CULEX PIPIENS/RESTUANS,60,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,35,0,8.2823104795,8.03613499912,15.4014398442,ORD,1,78,68,73,69,0.23,1.5,7.0
516,T008,2013-08-29,CULEX PIPIENS,10,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,10,0,4.15548673585,8.03613499912,15.4014398442,ORD,1,89,66,78,69,0.0,3.9,4.7
517,T008,2013-08-29,CULEX PIPIENS/RESTUANS,41,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,41,1,4.15548673585,8.03613499912,15.4014398442,ORD,1,89,66,78,69,0.0,3.9,4.7
518,T008,2013-09-06,CULEX PIPIENS,16,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,16,0,,8.03613499912,15.4014398442,ORD,1,86,57,72,64,0.0,4.7,6.0
519,T008,2013-09-06,CULEX PIPIENS/RESTUANS,6,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,6,0,,8.03613499912,15.4014398442,ORD,1,86,57,72,64,0.0,4.7,6.0
520,T008,2013-09-12,CULEX PIPIENS/RESTUANS,17,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,17,0,,8.03613499912,15.4014398442,ORD,1,82,62,72,64,0.0,7.0,9.4
521,T008,2013-09-19,CULEX PIPIENS,11,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,11,0,,8.03613499912,15.4014398442,ORD,1,84,69,77,70,0.84,8.3,10.6
522,T008,2013-09-26,CULEX PIPIENS/RESTUANS,10,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,10,0,,8.03613499912,15.4014398442,ORD,1,75,50,63,58,0.0,3.8,4.2
523,T009,2007-06-05,CULEX RESTUANS,2,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,2,0,,6.25281849399,13.8837851338,ORD,1,64,47,56,51,0.42,5.2,7.6
524,T009,2007-07-02,CULEX RESTUANS,2,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,2,0,,6.25281849399,13.8837851338,ORD,1,79,53,66,58,0.0,5.9,8.1
525,T009,2007-07-11,CULEX PIPIENS/RESTUANS,1,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,1,0,,6.25281849399,13.8837851338,ORD,1,77,62,70,59,0.0,8.8,10.9
526,T009,2007-07-11,CULEX RESTUANS,14,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,14,0,,6.25281849399,13.8837851338,ORD,1,77,62,70,59,0.0,8.8,10.9
527,T009,2007-07-27,CULEX PIPIENS,1,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,1,0,,6.25281849399,13.8837851338,ORD,1,83,70,77,70,0.17,3.0,7.9
528,T009,2007-07-27,CULEX PIPIENS/RESTUANS,1,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,1,0,,6.25281849399,13.8837851338,ORD,1,83,70,77,70,0.17,3.0,7.9
529,T009,2007-07-27,CULEX RESTUANS,1,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,1,0,,6.25281849399,13.8837851338,ORD,1,83,70,77,70,0.17,3.0,7.9
530,T009,2007-08-01,CULEX PIPIENS,34,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,23,0,,6.25281849399,13.8837851338,ORD,1,92,69,81,69,0.0,3.5,4.1
532,T009,2007-08-01,CULEX PIPIENS/RESTUANS,8,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,2,0,,6.25281849399,13.8837851338,ORD,1,92,69,81,69,0.0,3.5,4.1
534,T009,2007-08-01,CULEX RESTUANS,2,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,2,0,,6.25281849399,13.8837851338,ORD,1,92,69,81,69,0.0,3.5,4.1
535,T009,2007-08-07,CULEX PIPIENS,27,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,27,0,,6.25281849399,13.8837851338,ORD,1,91,72,82,76,1.31,6.2,9.0
536,T009,2007-08-07,CULEX PIPIENS/RESTUANS,9,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,9,0,,6.25281849399,13.8837851338,ORD,1,91,72,82,76,1.31,6.2,9.0
537,T009,2007-08-07,CULEX RESTUANS,1,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,1,0,,6.25281849399,13.8837851338,ORD,1,91,72,82,76,1.31,6.2,9.0
538,T009,2007-08-15,CULEX PIPIENS,27,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,27,1,,6.25281849399,13.8837851338,ORD,1,80,71,76,70,0.23,3.4,5.8
539,T009,2007-08-15,CULEX PIPIENS/RESTUANS,38,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,38,1,,6.25281849399,13.8837851338,ORD,1,80,71,76,70,0.23,3.4,5.8
540,T009,2007-08-21,CULEX PIPIENS,45,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,45,0,,6.25281849399,13.8837851338,ORD,1,87,69,78,72,0.0,3.8,6.0
541,T009,2007-08-21,CULEX PIPIENS/RESTUANS,8,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,8,0,,6.25281849399,13.8837851338,ORD,1,87,69,78,72,0.0,3.8,6.0
542,T009,2007-08-24,CULEX PIPIENS,28,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,28,1,,6.25281849399,13.8837851338,ORD,1,80,69,75,69,0.24,5.8,7.1
543,T009,2007-08-24,CULEX PIPIENS/RESTUANS,7,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,7,0,,6.25281849399,13.8837851338,ORD,1,80,69,75,69,0.24,5.8,7.1
544,T009,2007-08-24,CULEX RESTUANS,3,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,3,0,,6.25281849399,13.8837851338,ORD,1,80,69,75,69,0.24,5.8,7.1
545,T009,2007-09-04,CULEX PIPIENS,127,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,34,0,,6.25281849399,13.8837851338,ORD,1,89,63,76,66,0.0,2.8,4.3
548,T009,2007-09-04,CULEX PIPIENS/RESTUANS,13,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,13,0,,6.25281849399,13.8837851338,ORD,1,89,63,76,66,0.0,2.8,4.3
549,T009,2007-09-12,CULEX PIPIENS,5,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,5,0,,6.25281849399,13.8837851338,ORD,1,67,46,57,49,0.0,1.8,5.6
550,T009,2007-09-18,CULEX PIPIENS,21,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,21,0,,6.25281849399,13.8837851338,ORD,1,88,63,76,65,0.0,12.9,13.1
551,T009,2007-09-18,CULEX PIPIENS/RESTUANS,6,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,6,0,,6.25281849399,13.8837851338,ORD,1,88,63,76,65,0.0,12.9,13.1
552,T009,2007-09-24,CULEX PIPIENS,29,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,29,0,,6.25281849399,13.8837851338,ORD,1,90,68,79,68,0.0,11.4,11.9
553,T009,2007-09-24,CULEX PIPIENS/RESTUANS,3,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,3,0,,6.25281849399,13.8837851338,ORD,1,90,68,79,68,0.0,11.4,11.9
554,T009,2009-05-28,CULEX RESTUANS,1,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,1,0,,3.60848646751,15.3570024647,ORD,1,62,54,58,54,0.0,6.8,8.1
555,T009,2009-06-02,CULEX PIPIENS/RESTUANS,9,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,9,0,,3.60848646751,15.3570024647,ORD,1,60,48,54,50,0.12,7.4,8.0
556,T009,2009-06-02,CULEX TERRITANS,1,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,1,0,,3.60848646751,15.3570024647,ORD,1,60,48,54,50,0.12,7.4,8.0
557,T009,2009-06-12,CULEX RESTUANS,12,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,12,0,,3.60848646751,15.3570024647,ORD,1,74,49,62,55,0.0,4.4,5.8
558,T009,2009-06-19,CULEX PIPIENS/RESTUANS,2,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,2,0,,3.60848646751,15.3570024647,ORD,1,86,65,76,69,3.97,7.2,11.6
559,T009,2009-07-06,CULEX RESTUANS,9,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,9,0,,3.60848646751,15.3570024647,ORD,1,86,60,73,62,0.0,7.5,7.8
560,T009,2009-07-10,CULEX PIPIENS/RESTUANS,9,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,9,0,,3.60848646751,15.3570024647,ORD,1,82,63,73,67,0.08,4.4,4.9
561,T009,2009-07-17,CULEX PIPIENS,2,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,2,0,,3.60848646751,15.3570024647,ORD,1,70,57,64,56,0.0,10.6,10.8
562,T009,2009-07-17,CULEX PIPIENS/RESTUANS,100,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,50,0,,3.60848646751,15.3570024647,ORD,1,70,57,64,56,0.0,10.6,10.8
564,T009,2009-07-17,CULEX RESTUANS,10,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,10,0,,3.60848646751,15.3570024647,ORD,1,70,57,64,56,0.0,10.6,10.8
565,T009,2009-07-24,CULEX PIPIENS/RESTUANS,47,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,47,0,,3.60848646751,15.3570024647,ORD,1,83,61,72,64,0.14,8.9,9.8
566,T009,2009-07-24,CULEX RESTUANS,15,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,15,0,,3.60848646751,15.3570024647,ORD,1,83,61,72,64,0.14,8.9,9.8
567,T009,2009-08-07,CULEX PIPIENS,1,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,1,0,,3.60848646751,15.3570024647,ORD,1,74,64,69,63,0.33,7.3,7.8
568,T009,2009-08-07,CULEX PIPIENS/RESTUANS,5,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,5,0,,3.60848646751,15.3570024647,ORD,1,74,64,69,63,0.33,7.3,7.8
569,T009,2009-08-25,CULEX PIPIENS,3,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,3,0,,3.60848646751,15.3570024647,ORD,1,83,59,71,65,0.0,9.1,9.2
570,T009,2009-08-25,CULEX PIPIENS/RESTUANS,42,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,42,1,,3.60848646751,15.3570024647,ORD,1,83,59,71,65,0.0,9.1,9.2
571,T009,2009-08-25,CULEX RESTUANS,6,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,6,0,,3.60848646751,15.3570024647,ORD,1,83,59,71,65,0.0,9.1,9.2
572,T009,2009-08-27,CULEX PIPIENS/RESTUANS,2,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,2,0,,3.60848646751,15.3570024647,ORD,1,67,61,64,61,0.95,9.1,9.7
573,T009,2009-09-14,CULEX PIPIENS/RESTUANS,7,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,7,0,,3.60848646751,15.3570024647,ORD,1,84,58,71,61,0.0,0.1,2.1
574,T009,2009-09-17,CULEX PIPIENS/RESTUANS,1,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,1,0,,3.60848646751,15.3570024647,ORD,1,72,50,61,56,0.0,3.4,4.2
575,T009,2009-09-25,CULEX PIPIENS/RESTUANS,1,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,1,0,,3.60848646751,15.3570024647,ORD,1,70,60,65,60,0.16,5.4,7.3
576,T009,2009-09-25,CULEX RESTUANS,1,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,1,0,,3.60848646751,15.3570024647,ORD,1,70,60,65,60,0.16,5.4,7.3
577,T009,2009-10-01,CULEX PIPIENS/RESTUANS,2,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,2,0,,3.60848646751,15.3570024647,ORD,1,59,41,50,49,0.89,9.1,9.5
578,T009,2011-06-17,CULEX PIPIENS/RESTUANS,9,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,9,0,,3.60848646751,15.3570024647,ORD,1,82,60,71,64,0.0,5.8,6.6
579,T009,2011-06-17,CULEX RESTUANS,4,"9100 West Higgins Road, Rosemont, IL 60018, USA",91, W HIGGINS RD,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,4,0,,3.60848646751,15.3570024647,ORD,1,82,60,71,64,0.0,5.8,6.6
